id,keyword,text,target
340,hỏa hoạn,"Hotel Safes Deposit Box - Đại Lý Tủ Hồ Sơ Di Động tại hcm

Đại Lý Tủ Hồ Sơ Di Động tại hcm thường được chọn mua nhiều hơn vì nó an toàn hơn cho các đồ vật đặt bên trong kể cả trong hoả hoạn.

https://t.co/Qa3ZDj1gxy https://t.co/nxnVq6jovd",0
342,hỏa hoạn,"Ở kherson Nga 🇷🇺 đã dùng đến vũ khí gây cháy nổ. Đây là những therrmite tự bốc cháy trong không khí, nhiệt độ có thể lên tới 3.000 độ C gây ra hoả hoạn và thiệt hại trong diện rộng.
Đó là tội ác chiến tranh.",1
343,hỏa hoạn,"https://t.co/skF8HmGWem
Ngày nay trong kiến trúc xây dựng những quy định về tiêu chuẩn phòng cháy chữa cháy ngày càng được nâng cao và kiểm soát chặt chẽ để ngăn chặn xảy ra sự cố hỏa hoạn đáng tiếc",1
344,hỏa hoạn,"Ngày nay trong kiến trúc xây dựng những quy định về tiêu chuẩn phòng cháy chữa cháy ngày càng được nâng cao và kiểm soát chặt chẽ để ngăn chặn xảy ra sự cố hỏa hoạn đáng tiếc. 
https://t.co/skF8HmGWem",1
345,hỏa hoạn,"@TrendsViet 
Triển khai cụm giải pháp ngăn chặn hỏa hoán vị trước, vào và sau Đầu năm mới Nguyên đán Quý Mão",1
347,hỏa hoạn,"Cùng gây ra thảm họa cho thị trường tiền điện tử, thế nhưng người thì sắp bóc lịch, người lại ung dung tự tại tận hưởng cuộc sống... Một hoàn cảnh, 2 số phận mà. Buồn của anh Xoăn 

https://t.co/cOG8FG58oT",1
348,hỏa hoạn,"Cần bán nhanh
- Nhà lầu trệt mặt tiền đường Đông Minh, Đông Hòa, Dĩ An 
- Dt : 83m, thổ cư 70m, ngang 4m, hướng Tây Nam. Hoàn công
- Đường nhựa 8m thông buôn bán 
- Gần siêu thị Go Dĩ An 
Chỉ 5,4 tỷ
Liên hệ 
0979 200 225
0903 710 173 ( Thái ) https://t.co/b5zHejTrwH",0
349,hỏa hoạn,Vụ hỏa hoạn nhấn chìm sòng bạc Grand Diamond City ở biên giới Thái Lan-Campuchia. https://t.co/zlLjqu1f9R,1
350,hỏa hoạn,Khi có hỏa hoạn xin đừng sử dụng thang máy,1
352,hỏa hoạn,Những giải pháp thoát hiểm khi hỏa hoạn tối ưu nhất https://t.co/nJHBxWyHqg,1
353,hỏa hoạn,"CĂN HỘ VIEW SÔNG TRUNG TÂM ĐÔ THỊ - “CÔNG THỨC” KHẲNG ĐỊNH VỊ THẾ.
Thu Thiem Zeit River được giới tinh hoa “săn đón” như một mảnh ghép trong “bộ sưu tập” bất động sản hạng sang với tầm nhìn hoàn mỹ ôm trọn sông Sài Gòn.
: 0982.303.868 - 0902.232.268 https://t.co/rXB7p1nfmT",0
355,hỏa hoạn,"Steel Cabinets - mua Két Sắt Chống Cháy Sài Gòn uy tín chính hãng giá rẻ
mua Két Sắt Chống Cháy Sài Gòn uy tín chính hãng giá rẻ để đảm bảo vật tư trang bị được lưu trữ an toàn kể cả trong thiên tai hoả hoạn. 

https://t.co/Wr7VDXTmZa https://t.co/I0AXj6w4FY",0
356,hỏa hoạn,「Khi có hỏa hoạn xin đừng sử dụng thang máy」https://t.co/XII0oFpo1w,1
357,hỏa hoạn,"Trụ tiếp nước chữa cháy 2 cửa D65 là một thiết bị không thể thiếu trong các hệ thống chữa cháy, có chức năng tiếp nước, cấp nước khi hệ thống cứu hỏa khí xảy ra hỏa hoạn, giải quyết tình trạng thiếu hụt nước.

#anphuthanh
https://t.co/dGre3VR9F6",0
358,hỏa hoạn,"Lực lượng an ninh đã tìm ra người tổ chức viện dưỡng lão bất hợp pháp ở Kemerovo, nơi 20 người chết do hỏa hoạn vào ban đêm.
#RussiaUkraineWar 
#RussiaIsATerroristState https://t.co/rLhvDoYDpI",1
359,hỏa hoạn,TRỜI DIỆT PUTIN - Tàu sân bay duy nhất của Nga gặp hỏa hoạn https://t.co/lAWDWRHiYX,1
360,hỏa hoạn,"Rogozin đang ở cùng một nhóm cố vấn quân sự khi khách sạn của họ bị hỏa hoạn.""Rogozin bị thương ở lưng và đã được đưa vào bệnh viện. Tính mạng của anh ấy không bị đe dọa. Những người đi cùng anh ấy cũng bị nhiều vết thương khác nhau"", người phụ tá nói",0
362,hỏa hoạn,"Vladivostok - Nga trong biển lửa: quả cầu lửa rộng 1km bùng phát khi khói đen dày đặc bốc ra từ 1 nhà kho. Chưa rõ nguyên nhân.

Đây là vụ cháy mới nhất trong một loạt các vụ hỏa hoạn lớn thiêu rụi các tòa nhà thương mại và công nghiệp ở Nga. https://t.co/AKPadxSeIu",1
363,khủng bố,@FiorellaIsabelM Nga là quốc gia khủng bố,1
364,khủng bố,@FiorellaIsabelM Nước nga khủng bố và độc tài nên bị xoá sổ,1
366,khủng bố,@francis_scarr Kẻ khủng bố bị điên.,0
368,khủng bố,"Cậu ấy từng nói Biu rất hay làm mình bị thương, nhưng giờ biết ra những vết thương ấy...là bị đánh, là bị khủng bố... nhưng Biu vẫn cười, vẫn vui vẻ, vẫn ủng hộ đồng nghiệp em ích kỉ cho mình chút đc không Biu",0
369,khủng bố,"Ngày 1/2, Chủ tịch Trung Quốc Tập Cận Bình đã gửi điện chia buồn tới Tổng thống Pakistan Arif Alvi về vụ tấn công khủng bố nghiêm trọng ở thành phố Peshawar, Tây Bắc nước này. https://t.co/TfA2rsMwDm",1
370,khủng bố,@elonmusk Chỉ co ở Việt Nam thì ngài sẽ không bao giờ bị ám sát boi những kẻ theo chủ nghĩa khủng bố,0
371,khủng bố,"Chỉ đọc thôi đã thấy tâm trạng rất khó chịu rồi, một người luôn bị đàn áp khủng bố như vậy thời gian dài sao mà chịu được",0
373,khủng bố,"@Dungyeefong1 Các bạn k biết chúng tôi đã trải qua những gì cùng nhau. Em nhà m vẫn luôn nghĩ đến người khác dù bản thân đang bị khủng bố tinh thần, nghe quỷ đó khóc r tế gần cả tiếng",0
374,khủng bố,"1 pha đi diễn HK đi vào lòng đất, t tưởng có đả đảo hay khủng bố không đó 555 #KPWorldTourHONGKONGD2",0
375,khủng bố,"Việt Cộng Khủng Bố - chuyển Yến Ngọc Hải Âu
Vụ đánh bom Nhà hàng nổi Mỹ Cảnh bởi MTGPMN, ngày 25-6-1965 bởi Lịch sử Việt Nam qua ảnh
Nhà hàng nổi Mỹ Cảnh, 
https://t.co/XnpteoFRGF",1
376,khủng bố,"@hathn97798005 tự do đi giết Ng khắp nơi, không là bọn cướp hay khủng bố thì là gì nữa!?",0
377,khủng bố,"M cứ tưởng người tốt như Biu chỉ có trong phim, ng sẵn sàng hi sinh tất cả để bảo vệ mọi người , thậm chí vẫn muốn làm bạn với kẻ khủng bố mình, .",0
379,khủng bố,@mattroicon9 Tính ra nay acc đó còn khủng bố hơn con Poi nữa. Đăng quá trời tw,0
380,khủng bố,"sáng nay mới đọc anh b kiện con kia tội blackmail và anh b có full bằng chứng về việc từ tháng 11 nó đã liên tục khủng bố đe dọa đến tận hôm nay. kaka anh b giỏi quá, nhẫn nhịn một chút để có được chứng cớ chống lại con kia",0
381,khủng bố,"... dân chủ tự do nhất hành tinh này, hoàn toàn không phải ""Mỹ là quốc gia khủng bổ"" thế mà khi Tân đại sứ Mỹ tại Nga Lynne Tracy đến Bộ Ngoại giao ở Moscow, đám đông hô vang ""Mỹ là quốc gia khủng bố"".",0
382,khủng bố,"@c0mmand0_2022 Pu phát xít khủng bố sao không nói, đồ lũ ăn ngược nói ngạo.",0
383,khủng bố,"Canada bày tỏ sẵn sàng công nhận PMC Wagner là tổ chức khủng bố.
Nếu Canada làm như thế tổ chức Wagner coi như bị xóa sổ vì các nước khác sẽ đi theo, và số người mới gia nhập Wagner sẽ không còn nữa
HQV 🇺🇦
Sưu tầm https://t.co/0oKrzB6JIa",1
385,khủng bố,"@seunyien có tầm 8cm thui chị, em phải thêm miếng độn zô đó :)) đến đấy là đại hội độn giày mà cỡ này là còn bth đó nhìu đôi khủng bố lắm :)))",0
386,khủng bố,"Tân đại sứ Mỹ tại Nga Lynne Tracy đến Bộ Ngoại giao ở Moscow, đám đông hô vang ""Mỹ là quốc gia khủng bố""",1
388,khủng bố,@Vietanh7777 @c0mmand0_2022 Nói chuyện mà thằng nào cũng biết. Đỉ mẹ cái thằng bưng bô bú đít cho Nga nói xàm lồn vc. Nga quân lực hạng 2 có hạt nhân. chả lẽ yếu hơn Đám khủng bố ở các nước đó. Không ai đi khinh thường Bố Nga đâu,0
389,khủng bố,"PHẬT TẠI TÂM. PHẬT HƯỚNG NHÂN SINH LÀM NHỮNG VIỆC ĐẠO ĐỨC, THỜ CHA KÍNH MẸ, CÙNG TAY CHUNG SỨC GIÚP ĐỠ ĐỒNG LOẠI.!.NHƯNG BỌN CỘNG SẢN ĐÃ MÃ HÓA SƯ TĂNG LÀ NHỮNG CÔNG CỤ CHỐNG PHÁ KHỦNG BỐ NHÂN DÂN. https://t.co/WFBMCOtbCR",0
390,khủng bố,@c0mmand0_2022 Sang U cướp của giết người mà vẫn kêu Mỹ là khủng bố. Dân Nga u mê như dân TQ vậy,1
391,khủng bố,"@Adaliadayy cái clip hôm qua cũng rất mơ hồ, cái clip được cho là mốc thời gian tháng 1. Nhưng tháng 11/2022 con P đã nhắn tin khủng bố đe dọa Biu đến mức Biu phải để nó là Block đừng vào đọc!!! chẳng lẽ Biu dễ dàng tha thứ cho con P như vậy sao. Nên khó hiểu lắm",0
392,khủng bố,@Quocdai53740949 @c0mmand0_2022 @PNguyen24391613 @DinhNam16554202 Không có lửa làm sao lại có khói. Đỉ mẹ sống trên đất người khác còn đòi hỏi làm má ngta thì xàm Vc. Thế bố Nga kí vào bản Ghi nhớ Budapest làm lồn gì. Can thiệp nội bộ. Chiếm đất. Kích động khủng bố nổi dậy ở miền đông. Đuổi người dân UA đi.,0
393,khủng bố,@Quocdai53740949 @c0mmand0_2022 @PNguyen24391613 @DinhNam16554202 Thế thằng nào can thiệp vào Ukraine từ trước 2013 vậy. Bố Nga nhà mày nếu ko dựng lên chính phủ Bù Nhìn Yanukovych thân nó thì dân UK có phải ghét người Nga đến vậy ko. Lợi dụng cơ hội chiếm Bán đảo Crimea. Và đào tạo bọn khủng bố nổi loạn ở nước khác ?,1
395,khủng bố,@c0mmand0_2022 Quốc gia khủng bố đem quân vào nước khác và bắn lên đầu họ hằng Nga như bố Nga vàng súc vật,0
396,khủng bố,"@KYTKYTKYTKYTKYT Mỹ là nước khủng bố. 
Họ luôn tấn công những nước chống đối hoặc không đứng về phía họ.",0
397,khủng bố,@kpru Nga là một quốc gia khủng bố. Putin là một kẻ điên rồ bệnh hoạn,0
398,khủng bố,"@LunaOi_VN @billchen072187 @DzLe77 @Thu_Nguyen1711 Đúng rồi. Chủ ý của Mĩ là khủng bố tinh thần và tiêu giảm dân số.
Nghe có vẻ tàn khốc, nhưng thực tế dân thường được bảo vệ trong CT là nhờ Công ước Geneve. Trước khi có Geneve, dân thường là mục tiêu hợp pháp.",0
399,khủng bố,"@Lemon_adeeee @Hoabantrang1010 @ArmyMilian @hazelwBi @karbuildiful Anh t đã đéo care con Poi tới mức phải block đ đọc rồi mà con Poi vẫn khủng bố tinh thần anh t . Sao chị m rén thế , kêu tung bằng chứng xong cái bị bóc fake rồi xóa . Đấy tung đi chắc dcm bố m sợ đấy",0
401,khủng bố,@TallbarFIN Phải dạy cho thằng khốn nạn khủng bố IRAN một bài học thích đáng đó là điều đúng đắn,0
402,khủng bố,@MotLaHai Khủng bố…y chang vịt…trước 75…vào SG…tội ác này O thể dung tha…Amen!!!,0
403,khủng bố,"@NguyetAnh1515 Khởi đầu gian nan, cả chặng đường đi không dễ, sỏi đá bao nhiêu khó khăn đều phải nếm trải, có thời gian còn bị khủng bố. H sự nghiệp vừa thấy chút hi vọng phất lên lại bị con đ* này nó báo. T tức mà ức luôn ý",0
404,khủng bố,"#ChatGTP thực sự là một ứng dụng khủng bố
https://t.co/oaB9o1GS7x",0
406,khủng bố,Vụ đốt kinh Coran : Các nước phương Tây cảnh báo công dân về nguy cơ khủng bố ở Thổ Nhĩ Kỳ https://t.co/wqnriTT0Dm https://t.co/q62ExUWCgs,1
407,khủng bố,@JenNguy74540744 @ThaihoaThai Bọn Nga và Tàu chuyên nuôi bọn Khủng bố Như lũ cào Phím Bưng bô là mày đó hả chó . Chuyên nuôi nhốt mấy thằng khủng bố Như Iran. Độc tài như Bắc Hàn belarus làm khổ dân mấy nước đó hả . Mấy con heo Như Nhật Hàn giàu top đầu thế giới. Còn nhà chó có cái cc,0
408,khủng bố,"@RAchel_Biyin Khủng bố bi ô ci lần cuối, nôn địa chỉ anh Biu ra đây",0
409,khủng bố,@RepMTG Tất cả các Bang do đảng Cộng hòa kiểm soát nên điều động vệ binh quốc gia để trấn áp khủng bố #Antifa #BLM .@MrAndyNgo,1
411,khủng bố,"Tám người thiệt mạng trong vụ tấn công khủng bố ở Jerusalem — RT World News https://t.co/rdNiJXvOEd 
Người Do Thái ở Nga rất hiền từ và hòa hợp với các dân tộc khác. Riêng người Do Thái ở Irael rất hung ác, chuyên giết người và chiếm đất đai Palestine.Why?",1
412,khủng bố,"@LutsNguynVni1 Tô lâm là tên phản gián mà trọng lú rất sợ ai dám đụng tới hả,và tên nằm tổ chức khủng bố bắt cóc quốc tế đó toàn thú dữ trọng lú cũng né,tên này chỉ mỗi gián điệp giặc tàu chơi thôi thì may ra giết tên này",0
413,khủng bố,"Có mắt nhìn, đầu suy nghĩ, trái t để cảm nhận thì đáng lẽ vị trí đúng
Build: Nạn nhân
Poi: kẻ quấy rối, bạo lực tinh thần, khủng bố nsn, nói dối
Chỉ có anti sẵn sàng bỏ qua đạo đức để kết tội vì họ ghét
#buildjakapansupport #WeLoveBuild #BuildJakapan",0
415,khủng bố,"cđ lúc trước lắm lời spam khủng bố anh t, giãy đành đạch đòi gặp anh tao, đụ me bây giờ ra gặp nhau 3 mặt 1 lời thì đéo chịu, con đĩ rén xách cl lên chạy",0
416,khủng bố,"Mày spam dm anh tao, khủng bố điện thoại anh tao, giãy lên đòi phải gặp anh tao bằng được, bây giờ anh tao sẵn sàng ba mặt một lời thì mày trốn mất à con khốn, anh tao đéo phải trò đùa của mày.",0
417,khủng bố,@Adaliadayy Giờ nó chỉ muốn kéo dài thời gian để hủy hoại sự nghiệp và khủng bố tinh thần Biu thôi con khốn đấy nó lợi dụng thời gian k giải quyết đc ấy thì em mình phải chịu mãi thôi,0
418,khủng bố,... vì bạn chẳng mang *GIÁ TRỊ KINH Q'RAN* của bạn ra làm những HÀNH ĐỘNG *CHỨNG MINH* cho người khác TIN... bạn chỉ biết *ĐE DỌA - KHỦNG BỐ* người khác để TÌM LẤY sự THẬT về kinh Q'RAN của bạn thôi sao? https://t.co/pkqRhXre0V,0
420,khủng bố,"Các lực lượng hoạt động đặc biệt của Hoa Kỳ đã tiêu diệt một quan chức cấp cao của nhóm Nhà nước Hồi giáo và 10 thành viên khủng bố khác ở vùng xa xôi phía bắc Somalia, các quan chức cấp cao của chính quyền Biden cho biết.
https://t.co/l39sq7o1QP https://t.co/dkpnw18GUQ",0
421,khủng bố,"Hôm qua mình đã chửi thật nhiều, sau đó mình khóc, và nói thật thì mình muốn đập con P.
Bị người quen nhắn tin khủng bố đến mức phải gọi 113 mình đã từng trải nghiệm rồi, nhưng nó còn chưa kinh khủng như thế này.
Gia đình B hiền thật đấy.",0
422,khủng bố,"Thiệt ra up mood tí thui nhưng mà Block, đừng đọc nghe nó thật sự khủng bố đó mn Rốt cuộc em Bi đã phải trãi qua những gì vậy huhu",0
424,khủng bố,"Thêm một lằn ranh đỏ nữa bị Mỹ và Châu Âu vượt qua: Xe tăng chất lượng trời Âu, Mỹ sẽ về với đội Ukraine sớm thôi.
Chúc mừng Ukraine!
Chia buồn với nhà nước khủng bố Nga!",0
425,khủng bố,@InnaSovsun Họ là những kẻ khủng bố,0
426,khủng bố,"@dangviettan Khảm là thằng khủng bố.
https://t.co/5P193ABpPK",0
427,khủng bố,"Không quân Philippines tăng cường khả năng chống nổi dậy, chống khủng bố với các máy bay trực thăng tấn công https://t.co/bwxfYnhnfO #PhilippinesAirForce #Counterinsurgency #AntiTerrorism #AttackHelicopters #IndoPacific",1
429,khủng bố,"@REVMAXXING Không quốc gia nào dám đưa Mỹ và Nato là tổ chức khủng bố, tội phạm giết người. Đã đến lúc thế giới cần đồng lòng chống lại nhóm khủng bố này",1
430,khủng bố,@DuyBnh61157516 Nghe bài Thơ khởi nguồn của Hồ Tặc đã thấy đi ngược về thời tiền sử hái lượm rồi.. Chỉ có loài vượn chưa tiến hóa mới ở trong Hang rồi giao phối vô tội vạ thôi..Binladen..Aqeda..Taliban cũng là khủng bố sống trong Hang ra cướp chính quyền không đó,0
431,khủng bố,"Cựu viên chức chống khủng bố cao cấp của FBI bị bắt, Bộ Tư Pháp Mỹ thông báo https://t.co/WsmpxskmUE",1
432,khủng bố,@tonanh1000 @Viet_List Lúc xưa cũng khủng bố đặt mìn dzu lắm chứ bộ.,0
433,khủng bố,"@DuyBnh61157516 Sô diễn lòng tốt. Mặc áo đẹp cho những trái tim đen. Bộ đồng phục luôn mang đến cảm giác về sự khủng bố trong lòng lương dân. Nó cầu xin tha thứ, hay muốn áp lực tâm lý về lẽ phải rằng là ""người dân tụi bây PHẢI nghĩ là tụi tao là tốt!"".",0
434,khủng bố,"#Emergencydeclaration 
Tuyệt :(( mùng 3 tết khóc ~ mấy đoạn 501 không được hạ cánh má thiệt kìm chửi thề lắm luôn, phim khai thác được nhiều yếu tố khủng bố, chính trị, đấu tranh đạo đức,tình người... là thấy hấp dẫn gòi, dàn diễn viên đỉnh quá https://t.co/veZo6J3kYO",0
435,khủng bố,Toàn khủng long khủng bố chứ đâu có như thời bơ cut’ chất độc da cam https://t.co/sovnDrFHLA,0
436,khủng bố,@realDonaldTrump đã tuyên bố #Antifa là tổ chức khiêng bố nội địa. Thế lực nào đã ngăn cản việc xác định #antifa là khủng bố? @RepMTG @RepMattGaetz @RepBoebert nên hành động thật nhanh. Những kẻ nào ủng hộ #antifa là những kẻ đồng phạm.,1
437,khủng bố,Các đặc vụ liên bang Hoa Kỳ đã bắt giữ 38 kẻ tình nghi là khủng bố ở biên giới phía nam trong ba tháng cuối năm 2022 khi dòng người nhập cư bất hợp pháp vào nước này tăng lên mức cao nhất mọi thời đại ..https://t.co/JpFZ905j2z,1
439,khủng bố,Và sẽ *ẢNH HƯỞNG* trực tiếp *NHẬN THỨC - TÂM LÝ* đến các loại VACCINE khác khi *BỊ KHỦNG BỐ THÔNG TIN HIỂU BIẾT Y TẾ ở dạng CÁ NHÂN với người KHÔNG CÓ THÔNG TIN THỰC NHẬN* (HÀNH VI *ĐIỀU HƯỚNG THÔNG TIN* hiện có của TRUNG QUỐC),0
440,khủng bố,"@zpoimy_zpoimy Úi dào, lúc bồ nhắn tin gọi điện làm khủng bố tinh thần e bé Biu của tui thì sao? Buồn cười ha bồ ha, bồ được khủng bố Biu còn người khác nói bồ thì không được hả???",0
441,khủng bố,Jennie (BlackPink) bị fan Trung ‘khủng bố’ Instagram sau concert tại Hồng Kông https://t.co/E5iQNYqznp,0
442,khủng bố,@c0mmand0_2022 Khủng bố Nazi U Cà. Đúng là bọn 3/ đi tôn thờ Tân phát xít,0
444,khủng bố,"@zpoimy_zpoimy Hoặc là bồ show bằng chứng rồi làm đơn khởi kiện đi, chứ đừng giãy chết như đỉa phải vôi thế này. Bồ mới là người đi khủng bố tinh thần của người khác trước mà, bồ quên hỏ?",0
446,khủng bố,Tống cổ tất cả những kẻ khủng bố #antifa vào tù. @BarackObama chỉ đạo tất cả mọi bất ổn hiện nay.,1
447,khủng bố,@elonmusk @TomFitton @DineshDSouza @KariLake @RepMTG @RepMattGaetz @mtaibbi @RepBoebert @SpeakerMcCarthy @DonaldJTrumpJr @realDonaldTrump . #FBI và #DOJ đã tài trợ cho khủng bố giống như họ tài trợ @Twitter để kiểm duyệt mọi người?,0
448,khủng bố,Đây không phải là trường hợp duy nhất. Có bao nhiêu người con của nghị sĩ thuộc Đảng Dân chủ là khủng bố nội địa? @MrAndyNgo @elonmusk @RepMTG @RepMattGaetz @RepBoebert @mtaibbi @DonaldJTrumpJr @realDonaldTrump,0
449,khủng bố,"Lực lượng an ninh Nga đã đột kích một ngôi nhà riêng ở Energodar , nơi cất vũ khí của những kẻ khủng bố Ukraine .
#UkraineRussiaWar️ 
#UkraineUnderAttack https://t.co/lFNVQfRtaA",1
450,khủng bố,Đùa chứ với số lượng tweet tôi đăng thì có bị xem là khủng bố tinh thần không vậy,0
452,khủng bố,@mahbbipunnie Ta là khủng bố đây đưa ta clip nhanh không ta bắn,0
453,khủng bố,@Adaliadayy Kiện thẳng chứ k spam khủng bố tinh thần người khác như Poi,0
454,khủng bố,"@Amirabdolahian Ý tưởng tuyệt vời, nếu các nước khác đồng loạt đưa quân đội Mỹ, Nato vào danh sách khủng bố và đồng lòng các biện pháp đối phó thì thế giới sẽ được an bình và LHQ sẽ dân chủ và công bằng hơn",0
455,khủng bố,"#antifa là tổ chức khủng bố, nó có thể lật đỗ bất cứ chính quyền nào mà ông chủ của nó mong muốn. Một cường quốc số 01 thế giới lại bất lực trước tổ chức khủng bố này. Tại sao? @elonmusk @realDonaldTrump @RepMTG @SpeakerMcCarthy",1
456,khủng bố,Tổ chức khủng bố #antifa phải bị tiêu diệt. #Antifa #BLM còn nguy hiểm hơn bất cứ quân đoàn khủng bố quốc tế nào. @RepMTG @RepMattGaetz @RepBoebert @SpeakerMcCarthy @DonaldJTrumpJr @SenTedCruz @TomFitton @MrAndyNgo,1
458,khủng bố,@DC_Draino #Antifa là tổ chức khủng bố có tổ chức. Ai đủ quyền lực bao che tổ chức này?,1
459,khủng bố,"#Antia #BLM đã bắt cóc Đảng Cộng hòa làm con tin. 2 tổ chức khủng bố nội địa Hoa Kỳ đã khống chế được lãnh đạo @GOP . @RepMTG @RepMattGaetz @RepBoebert . Khi Hoa Kỳ chưa tuyên bố chính thức: Antifa, BLM là tổ chức khủng bố nội địa thì hãy tạm tin vào @GOP",1
460,khủng bố,"Nếu Hoa Kỳ không chính thức xem Antifa, BLM là tổ chức khủng bố nội địa thì tương lai không xa, Hoa Kỳ sẽ mất thể chế liên bang. @RepMTG @RepMattGaetz @RepBoebert @SenTedCruz @realDonaldTrump",1
461,khủng bố,Tôi có thể khẳng định có @FBI nằm trong nhóm mặc đồ đen. @FBI bây giờ không bảo vệ người dân mà trở thành tổ chức bảo kẻ khủng bố.@RepMTG @RepMattGaetz @RepBoebert,0
464,khủng bố,@traicovo12 Khủng bố quá,0
465,khủng bố,@FahrettinAltay_ Cái giá phải trả của bọn khủng bố đi xâm lược nước khác,0
466,khủng bố,"Đặt vòng hoa tưởng nhớ khủng bố ở Dnipro , 2 công an bắt đi, chính quyền putin sợ .",0
468,khủng bố,@NguyenDuyTai18 Giờ này bên kia vĩ tuyến thì mài dao chuẩn bị khủng bố dân nam,0
469,khủng bố,@LamNguy40552955 Cs khủng bố .,0
470,khủng bố,"bth ko để ý đến 875 đâu nhưng nay thấy bạn Jimin đi dự show của Dior trông đáng yêu thật. tuy fame bạn thuộc dạng khủng bố vãi, nhưng nhìn bạn vẫn kiểu thật thà dễ mến í.",0
471,khủng bố,Lần đầu tiên #Antifa b buộc tội khủng bố nội địa? @realDonaldTrump đã tuyên bố đây là tổ chức khủng bố khi còn làm Tổng thống! Điều quan trọng kẻ đứng sau chỉ đạo tổ chức #antifa #BLM là ai? Nên đánh dập đầu con rắn độc này. @RepMTG @RepMattGaetz,1
472,khủng bố,"@fenomeno291182 @phongviensaigon giả sử người chiến thắng nói ,tao không về giờ tao đổi tụi bây ra đó ở tụi bây chịu hôn
Rồi bạn làm gì ?
kêu gọi mtgpmn ra giải quyết đi, nằm vùng đắp mô,biểu tình ,khủng bố tuyên truyền vận động ,giờ chọn nước tb sống ,đến nổi cải lương gk cũngbk",0
473,khủng bố,"Trải qua một trận đại dịch, một cuộc tấn công khủng bố và một vụ phun trào, Jacinda đã lãnh đạo bằng lòng tốt đã xác định chức vụ Thủ tướng của cô.

Một nhà lãnh đạo thực sự, với rất nhiều điều đáng tự hào.",1
474,khủng bố,"@BarackObama đã cam kết ủng hộ tối đa những kẻ bạo lực, khủng bố nội địa này.",1
477,khủng bố,"@RFI_Vi Bình thường thui, cả châu âu ngấm ngầm để khủng bố đến Ucraina 2013 để phá Ucraina. Và trong 9 năm qua hàng vạn quân Anh, Pháp, Ba lan, ..thực sự đã đến cửa nhà Nga chém giết dân thường Don bass! Chỉ là báo chí phương tây rởm đời không nói ra",1
478,khủng bố,@c0mmand0_2022 Loại này cần được coi là khủng bố,0
479,khủng bố,"@PhmThan09132127 90 triệu dân Việt biết tất tần tật nhưng sợ lắm,bọn chúng sai lủ trẻ trâu bò khủng bố tận nhà nên dân rất sợ,lủ trẻ trâu ở không đâu xa chính là con em của dân ở tận trong nhà",0
480,khủng bố,Nhóm đánh thuê khủng bố wagner than thở trong Soledar “ chúng tôi đang bị giết ở đây và thành phố không bị chiếm “ vì prigozhin đã đánh nhau người đứng đầu bộ tổng tham mưu. Chúng tôi đã bị cắt khỏi sự hỗ trợ của pháo binh.,1
481,khủng bố,@ukrainiansquad Vietnamese: Nước Nga là nhà nước khủng bố,1
482,khủng bố,"@nnpu_9497 Thế thì Bin nhấp vào đến thư thì vội vàng back ra rồi thầm nghĩ ""chắc tính khủng bố tinh thần mình""",0
484,khủng bố,"@NhatKyYeuNuoc Hình như cái trường này trước đây đã có sinh viên chết vì một cục vữa xi măng rớt trúng đầu, sau đó nhà trường khủng bố, hù dọa gia đình nạn nhân!
LẬT ĐỔ CỘNG SẢN!",1
485,khủng bố,"Ai còn nhớ “chạy giặc” 
Và có ai chưa biết “chạy giặc”
Nó khủng bố mọi lúc mọi nơi",0
486,khủng bố,"Hết hy vọng cứu người ở chung cư bị trúng tên lửa chống hạm của Nga. Nga đã trở thành quốc gia khủng bố khi tấn công vào các khu dân bằng tên lửa,giết chết nhiều thường dân vô tội.Putin và quân đội Nga đã gây ra tội ác diệt chủng. https://t.co/IsuLpqaJpK",1
487,khủng bố,Đứa bé này đã sống sót. Bạn ấy sẽ luôn nhớ kẻ phá hủy thế giới của mình. Chúng ta không ngừng ủng hộ Ukraine 🇺🇦 đừng quên thế giới đang bị khủng bố bởi những kẻ nhân danh nhà nước. Hãy sát cánh cùng Ukraine cho dù đó chỉ là lời nói hay một sự chia sẻ https://t.co/pW8nvNCyqt,1
489,khủng bố,"@ThPhngNg10 @no04leee Trí thức yêu nước bằng cách giết người, khủng bố à ? Mày có biết diễn biến thực sự của Thiên An Môn ko =))?",1
490,khủng bố,"@ukrainiansquad Rusko je teroristický stát.

Nga là một quốc gia khủng bố.
",1
492,khủng bố,"Cộng đồng thế giới cần lên tiếng, và phải đưa chánh quyền Nga ở Kremlin hiện nay vào diện chánh quyền khủng bố, sau vụ pháo kích bằng tên lửa vào Dnipro https://t.co/s585YzHBHs",1
493,khủng bố,"Đm,ngày nào cũng nổi cơn thiên đình không á,chó cứ quần hoài vậy chứ, cứ nởn vởn chên đầu không á hừm, mỗi ngày một cuộc khủng bố hừ.",0
495,khủng bố,@trieustel https://t.co/xxM81m9uUL. Xem tài liệu tuyên truyền rác cho lắm vào. Phát xít từ bọn Wagner đến bọn ly khai khủng bố,0
496,khủng bố,@DuyBnh61157516 Gia Tộc Niễng xem như đi tong.. Kiếp hắn là Tên Vịt Cộng khủng Bố 7 Lốp Nguyễn Văn Lém sau này đầu thai thành 7 Niễng Nguyễn Xuân Phúc.. Khi xưa bị Tướng Loan xử bắn vô đầu nên kiếp này hắn mới bị Niễng qua một bên như vậy,1
